iter	MultiClass
369	0.01473044808
370	0.01471771562
371	0.01470038496
372	0.01464885214
373	0.01460020829
374	0.01455709411
375	0.01451121727
376	0.01447525215
377	0.01441897236
378	0.01436215393
379	0.01429718214
380	0.01425993738
381	0.01421662281
382	0.01416693063
383	0.01410335269
384	0.01406385681
385	0.01401182558
386	0.01395718809
387	0.01390429143
388	0.01384801323
389	0.01380685223
390	0.01376920454
391	0.01372805435
392	0.01370388345
393	0.01366821516
394	0.0136341837
395	0.01359499937
396	0.01353919395
397	0.01350894464
398	0.01348114045
399	0.01344849377
400	0.01339697292
401	0.0133660189
402	0.01331585407
403	0.01326761278
404	0.01324225324
405	0.01317681481
406	0.01313536413
407	0.01309143193
408	0.0130662806
409	0.01302915228
410	0.01296612635
411	0.01292167188
412	0.01287089644
413	0.0128520167
414	0.01279828684
415	0.01276387496
416	0.01273195393
417	0.01271087327
418	0.01268019797
419	0.0126609749
420	0.01263672716
421	0.01261091389
422	0.0125957011
423	0.01257154813
424	0.01255072101
425	0.01252892725
426	0.01248240239
427	0.0124572632
428	0.01243700023
429	0.01239869827
430	0.01237441893
431	0.0123449091
432	0.01232302181
433	0.01229897753
434	0.0122832552
435	0.01225579415
436	0.01221715167
437	0.01218024763
438	0.01214377466
439	0.01212721276
440	0.01209235076
441	0.01205668597
442	0.0120253779
443	0.01198024102
444	0.01193532522
445	0.01189826132
446	0.01188227826
447	0.01183781368
448	0.0117905599
449	0.01176958757
450	0.01175226043
451	0.01174058532
452	0.01169278606
453	0.01164720283
454	0.01161961954
455	0.011583828
456	0.01155788657
457	0.01151853111
458	0.01147735975
459	0.01142095222
460	0.01139023702
461	0.01135539759
462	0.01132583493
463	0.01129248021
464	0.01125936743
465	0.01123439045
466	0.01119920437
467	0.01116954661
468	0.01114570611
469	0.01111495594
470	0.01109005975
471	0.01104882967
472	0.01103766049
473	0.0110068466
474	0.01098879018
475	0.01095772635
476	0.01092464159
477	0.01090357723
478	0.01086995983
479	0.01085997911
480	0.01084041864
481	0.01081195759
482	0.01076919519
483	0.0107333981
484	0.01069721237
485	0.01067519855
486	0.01064963207
487	0.01062976139
488	0.01061021982
489	0.01058685885
490	0.01056909932
491	0.0105281349
492	0.01049733718
493	0.01047360148
494	0.01045217612
495	0.01043043243
496	0.01040302252
497	0.01038155892
498	0.01035005398
499	0.01030788877
500	0.01029101806
501	0.01025966757
502	0.01022270988
503	0.01020231745
504	0.01017453743
505	0.01014838189
506	0.01012338076
507	0.01009577881
508	0.0100805043
509	0.01006639048
510	0.01001985194
511	0.009995051769
512	0.009973495448
513	0.009953599595
514	0.00993377499
515	0.009907139857
516	0.00987875682
517	0.00985549239
518	0.009845301224
519	0.009835348429
520	0.009814522863
521	0.009790065956
522	0.009769457502
523	0.009751264873
524	0.009723833454
525	0.009707663217
526	0.00968630549
527	0.009653568254
528	0.009640570802
529	0.009622265789
530	0.009607759045
531	0.009586949855
532	0.0095538679
533	0.009522382033
534	0.009506971784
535	0.009495842434
536	0.009471283387
537	0.009442455047
538	0.009412210589
539	0.009382487487
540	0.009349247156
541	0.009334088903
542	0.009311913687
543	0.009288803821
544	0.009275448147
545	0.009250788615
546	0.009227559507
547	0.009204044766
548	0.009185959178
549	0.009163258416
550	0.00911361464
551	0.009090811492
552	0.009080842406
553	0.009059218039
554	0.009029714133
555	0.009000061699
556	0.008981338417
557	0.008958432395
558	0.008936061956
559	0.008918452485
560	0.008895773852
561	0.00887993138
562	0.008865925997
563	0.008845351648
564	0.00883597861
565	0.008816862776
566	0.008803520413
567	0.00877717713
568	0.00875575172
569	0.00872974535
570	0.008709899647
571	0.008695098635
572	0.008683112487
573	0.008660644202
574	0.008639914484
575	0.008620795011
576	0.008598659327
577	0.008587760951
578	0.008567127009
579	0.008549997111
580	0.008535791189
581	0.008519156102
582	0.008502975991
583	0.008490209404
584	0.008467248915
585	0.008446153159
586	0.008430067745
587	0.008412185807
588	0.008394575168
589	0.008382565803
590	0.008369737263
591	0.008344504039
592	0.00832069543
593	0.008306476475
594	0.008295004778
595	0.008275341834
596	0.008258287784
597	0.008251227407
598	0.008237969601
599	0.008220532392
600	0.008181443122
601	0.008157280668
602	0.008143324164
603	0.008124266633
604	0.008114747163
605	0.008095502338
606	0.008086129699
607	0.008068534016
608	0.008043536365
609	0.008033129363
610	0.008018596861
611	0.008002240999
612	0.007986943459
613	0.007967937686
614	0.0079469566
615	0.007934013524
616	0.007919856266
617	0.007908125633
618	0.007893846945
619	0.007885144396
620	0.007879405104
621	0.007863808862
622	0.007855187864
623	0.007842379696
624	0.007836598444
625	0.007824886558
626	0.007808091493
627	0.00778775562
628	0.007769990172
629	0.007763844933
630	0.007752779803
631	0.007732238577
632	0.00770945388
633	0.007687523795
634	0.007670465923
635	0.007651219801
636	0.007646904664
637	0.007634797407
638	0.007621404058
639	0.007610033574
640	0.007596110365
641	0.007575913473
642	0.007563136809
643	0.007557803322
644	0.007544639106
645	0.00752862204
646	0.007511490329
647	0.007499398366
648	0.007489147386
649	0.007469024332
650	0.007457474919
651	0.007448475053
652	0.007440093543
653	0.007421016319
654	0.007403537446
655	0.007380135501
656	0.007372296255
657	0.007361760253
658	0.007338200536
659	0.007318772942
660	0.007307754454
661	0.007292829763
662	0.007283445911
663	0.007274709356
664	0.007259581114
665	0.00723893608
666	0.007229144293
667	0.007213080716
668	0.007199286843
669	0.007186522878
670	0.007177238007
671	0.007165796254
672	0.007156213745
673	0.007134516171
674	0.007118114212
675	0.007109191116
676	0.007097449708
677	0.007080431039
678	0.007066110356
679	0.00705497939
680	0.007040867617
681	0.007034943926
682	0.007020019549
683	0.007018426792
684	0.007006502166
685	0.006992433537
686	0.006980806525
687	0.006965898853
688	0.006954243423
689	0.006949765487
690	0.006930708637
691	0.00691556468
692	0.006900052026
693	0.006881706693
694	0.00687292862
695	0.006867683495
696	0.006856070571
697	0.00684898056
698	0.006836780804
699	0.006818998166
700	0.00680909072
701	0.006787719015
702	0.006775316026
703	0.006763412005
704	0.006752565122
705	0.006741644166
706	0.006729889876
707	0.006717774346
708	0.006699752809
709	0.006685035313
710	0.006679346682
711	0.006663409291
712	0.006650614253
713	0.006639544018
714	0.00663116821
715	0.006621204457
716	0.006612021486
717	0.006595334722
718	0.0065793232
719	0.006571719563
720	0.006562742494
721	0.006544569034
722	0.006527505937
723	0.006517410792
724	0.006506615277
725	0.006490534854
726	0.006479903834
727	0.006469940181
728	0.006453276773
729	0.006446629169
730	0.006441206588
731	0.00643124325
732	0.006417595271
733	0.006405245676
734	0.006397944255
735	0.006394097797
736	0.006375913371
737	0.006366458622
738	0.006349642894
739	0.006339841462
740	0.006329391285
741	0.006313337762
742	0.006303708962
743	0.006298191872
744	0.006285556704
745	0.006267387737
746	0.006256964053
747	0.006250952953
748	0.006238672937
749	0.006227921928
750	0.006218737573
751	0.006210866984
752	0.006201647638
753	0.006195818865
754	0.006184170927
755	0.006162682578
756	0.006149400812
757	0.006141496637
758	0.006131889418
759	0.006121402551
760	0.006114869543
761	0.006107457036
762	0.006097564664
763	0.006090509917
764	0.006078058575
765	0.006064790081
766	0.006060414325
767	0.006049277428
768	0.006040229929
769	0.006033075237
770	0.006017666859
771	0.006006860345
772	0.005998262499
773	0.005993402236
774	0.005985841074
775	0.005972247323
776	0.005964529259
777	0.005955576885
778	0.005933754628
779	0.005927174499
780	0.005922265324
781	0.005916089394
782	0.005905466301
783	0.005898105945
784	0.005890725135
785	0.00588748584
786	0.005878096027
787	0.005872723396
788	0.00586258123
789	0.005858500613
790	0.005848034576
791	0.005840196027
792	0.005829581135
793	0.005820019012
794	0.005812848648
795	0.00579302783
796	0.005785156323
797	0.00577526923
798	0.005768442465
799	0.005759913218
800	0.005751456472
801	0.005744544722
802	0.005737248878
803	0.005727947382
804	0.005723484788
805	0.005716671494
806	0.005709147093
807	0.005699476148
808	0.005691094092
809	0.005681814771
810	0.005676713468
811	0.005671753332
812	0.00566738503
813	0.005657851058
814	0.005647867082
815	0.005635303852
816	0.005623754851
817	0.005616673365
818	0.005608865405
819	0.005606795206
820	0.005590541308
821	0.005583282161
822	0.00556366784
823	0.005557095982
824	0.005545445378
825	0.005538733794
826	0.005525683462
827	0.005516094696
828	0.005511704626
829	0.005502613632
830	0.005490812815
831	0.005487626278
832	0.005482760894
833	0.005468160859
834	0.005460862726
835	0.005453770045
836	0.005440329288
837	0.005436418228
838	0.005428912281
839	0.00541873976
840	0.005409416134
841	0.005402577613
842	0.005395573498
843	0.005385255162
844	0.005377909511
845	0.005370131274
846	0.005359999792
847	0.005351549589
848	0.00534562253
849	0.00533633715
850	0.0053312172
851	0.005321033108
852	0.005311216872
853	0.005304377285
854	0.005292307474
855	0.005281016671
856	0.005272408148
857	0.005261865124
858	0.005257891595
859	0.005253717996
860	0.0052424486
861	0.005232970087
862	0.005229415665
863	0.0052215142
864	0.00521290019
865	0.005206517896
866	0.005195572614
867	0.005189584662
868	0.005178657724
869	0.005165139062
870	0.005157037481
871	0.005148843068
872	0.005138663941
873	0.005131658856
874	0.005123096326
875	0.00511707324
876	0.005109970934
877	0.005104048004
878	0.005094801365
879	0.005091021093
880	0.005083597768
881	0.005077786298
882	0.005067183264
883	0.005062996751
884	0.00505481931
885	0.00505112976
886	0.005043655623
887	0.005039226738
888	0.005035996937
889	0.00502395496
890	0.005015892585
891	0.005008143693
892	0.005001128605
893	0.004995867211
894	0.004989773923
895	0.004981805803
896	0.00497738639
897	0.004968767754
898	0.004953911563
899	0.004945080702
900	0.00493626682
901	0.004927794169
902	0.004918894712
903	0.00491475237
904	0.004906410826
905	0.004897890304
906	0.004889656312
907	0.004887775651
908	0.004882326644
909	0.004876138048
910	0.004872302507
911	0.004867767469
912	0.004859035949
913	0.004850423486
914	0.004844635179
915	0.004837816822
916	0.004832956869
917	0.004827643917
918	0.004817139307
919	0.004810468634
920	0.004803132313
921	0.004798123838
922	0.004792310807
923	0.004786776635
924	0.004780927363
925	0.004773148256
926	0.00476406368
927	0.004755152478
928	0.004748299806
929	0.004742664111
930	0.004736828743
931	0.004722622729
932	0.004713139018
933	0.004699607465
934	0.004688172646
935	0.004681197267
936	0.00467322534
937	0.004664861425
938	0.004659430801
939	0.004653156412
940	0.004647694179
941	0.004644193679
942	0.004637758841
943	0.004632284081
944	0.004626948791
945	0.004621113912
946	0.004618699081
947	0.004611703621
948	0.004602053958
949	0.00459683819
950	0.004591920663
951	0.004587152337
952	0.004579359914
953	0.004575473071
954	0.004570113896
955	0.004563165269
956	0.004558307648
957	0.004555393455
958	0.004550531293
959	0.00454249163
960	0.004536645796
961	0.004528847904
962	0.004524427503
963	0.004518783817
964	0.00451432873
965	0.004509191201
966	0.00450652512
967	0.004502851341
968	0.004497165029
969	0.004491579044
970	0.004486601135
971	0.004483911818
972	0.004479879072
973	0.004477400947
974	0.004474188593
975	0.004471314659
976	0.004464503355
977	0.004461072425
978	0.00445664201
979	0.004453948738
980	0.004450644933
981	0.004445399959
982	0.00443695412
983	0.004431201567
984	0.004422472901
985	0.004414599568
986	0.004412626128
987	0.004406905289
988	0.004400839452
989	0.004397534225
990	0.004394288813
991	0.004390660797
992	0.004388474037
993	0.004383877992
994	0.004380847776
995	0.004377734906
996	0.00437086084
997	0.004360481745
998	0.004355047814
999	0.004351311782
